Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_per_Room,Year_sold
Balwyn North,42 Maud St,3,h,1480000,PI,Jellis,10/15/2016,9.2,3104,3,1,4,605,Boroondara,-37.7951,145.0696,Southern Metropolitan,7809,493333.3333,2016
Balwyn North,11 Stephens St,4,h,3000000,PI,Nelson,10/15/2016,9.2,3104,4,3,2,1247,Boroondara,-37.7964,145.086,Southern Metropolitan,7809,750000,2016
Balwyn North,54 Sutton St,3,h,1818000,S,Fletchers,10/15/2016,9.2,3104,3,1,1,722,Boroondara,-37.7956,145.0829,Southern Metropolitan,7809,606000,2016
Balwyn North,3 Alpha St,4,h,2170000,SP,Fletchers,4/16/2016,9.2,3104,4,2,2,1040,Boroondara,-37.7992,145.0907,Southern Metropolitan,7809,542500,2016
Balwyn North,48 Hosken St,4,h,2525000,PI,Jellis,4/16/2016,9.2,3104,4,2,2,1235,Boroondara,-37.7988,145.089,Southern Metropolitan,7809,631250,2016
Balwyn North,17 Stephens St,4,h,3360000,S,Assisi,4/16/2016,9.2,3104,4,3,1,904,Boroondara,-37.797,145.086,Southern Metropolitan,7809,840000,2016
Balwyn North,20 Ajax St,4,h,1620000,S,Jellis,7/16/2016,9.2,3104,4,2,1,654,Boroondara,-37.7885,145.0854,Southern Metropolitan,7809,405000,2016
Balwyn North,15 Illawarra Rd,3,h,1903000,S,Noel,7/16/2016,9.2,3104,3,1,2,713,Boroondara,-37.7982,145.0816,Southern Metropolitan,7809,634333.3333,2016
Balwyn North,45 Woodville St,4,h,1712000,S,Fletchers,9/17/2016,9.2,3104,3,2,2,639,Boroondara,-37.7879,145.0929,Southern Metropolitan,7809,428000,2016
Balwyn North,12 Clifton St,4,h,1720000,PI,Marshall,3/18/2017,9.2,3104,4,3,2,869,Boroondara,-37.8002,145.0999,Southern Metropolitan,7809,430000,2017
Balwyn North,6 Leicester St,4,h,1670000,S,Jellis,3/18/2017,9.2,3104,4,1,4,1042,Boroondara,-37.7908,145.101,Southern Metropolitan,7809,417500,2017
Balwyn North,23 Maud St,2,h,1350000,SP,Nelson,3/18/2017,9.2,3104,2,1,2,467,Boroondara,-37.7945,145.067,Southern Metropolitan,7809,675000,2017
Balwyn North,9 Seattle St,4,h,1675000,S,Fletchers,3/18/2017,9.2,3104,4,2,2,667,Boroondara,-37.7835,145.0883,Southern Metropolitan,7809,418750,2017
Balwyn North,16 Sylvan St,4,t,1680000,S,Noel,3/18/2017,9.2,3104,4,3,1,362,Boroondara,-37.7987,145.0788,Southern Metropolitan,7809,420000,2017
Balwyn North,49 Aylmer St,3,h,1800000,PI,hockingstuart,6/18/2016,9.2,3104,3,1,1,809,Boroondara,-37.7976,145.0684,Southern Metropolitan,7809,600000,2016
Balwyn North,14 Hedderwick St,4,h,1550000,S,Noel,6/18/2016,9.2,3104,4,3,4,707,Boroondara,-37.8005,145.0986,Southern Metropolitan,7809,387500,2016
Balwyn North,9 Stephens St,5,h,4000000,PI,Marshall,6/18/2016,9.2,3104,5,5,4,1364,Boroondara,-37.7961,145.0859,Southern Metropolitan,7809,800000,2016
Balwyn North,31 Tuxen St,3,h,2900000,S,Jellis,6/18/2016,9.2,3104,4,2,2,917,Boroondara,-37.7968,145.0873,Southern Metropolitan,7809,966666.6667,2016
Balwyn North,5 Grieve St,4,h,2205000,S,Fletchers,11/19/2016,9.2,3104,4,2,2,1010,Boroondara,-37.7982,145.0903,Southern Metropolitan,7809,551250,2016
Balwyn North,2/22 Severn St,3,t,1137000,S,Fletchers,11/19/2016,9.2,3104,3,2,2,349,Boroondara,-37.7955,145.0694,Southern Metropolitan,7809,379000,2016
Balwyn North,28 Severn St,3,h,2100000,VB,Jellis,11/19/2016,9.2,3104,3,2,3,949,Boroondara,-37.796,145.0696,Southern Metropolitan,7809,700000,2016
Balwyn North,3 Capella St,2,h,1389000,S,Jellis,5/22/2016,9.2,3104,2,1,4,701,Boroondara,-37.7867,145.0718,Southern Metropolitan,7809,694500,2016
Balwyn North,3/1 Corhampton Rd,2,h,685000,SP,Jellis,5/22/2016,9.2,3104,2,1,1,177,Boroondara,-37.7935,145.0679,Southern Metropolitan,7809,342500,2016
Balwyn North,1 Morris St,6,h,1900000,VB,hockingstuart,5/22/2016,9.2,3104,6,1,6,691,Boroondara,-37.8022,145.0775,Southern Metropolitan,7809,316666.6667,2016
Balwyn North,85a Woodville St,3,h,1335000,S,Fletchers,5/22/2016,9.2,3104,3,2,2,368,Boroondara,-37.7846,145.0935,Southern Metropolitan,7809,445000,2016
Balwyn North,13 Bernard St,3,h,1600000,VB,Marshall,8/22/2016,9.2,3104,3,2,2,760,Boroondara,-37.7867,145.0797,Southern Metropolitan,7809,533333.3333,2016
Balwyn North,4a Corhampton Rd,3,h,1830000,S,Fletchers,8/22/2016,9.2,3104,3,2,2,493,Boroondara,-37.7938,145.0675,Southern Metropolitan,7809,610000,2016
Balwyn North,41 Helston St,4,h,1900000,VB,One,8/22/2016,9.2,3104,4,2,4,587,Boroondara,-37.7841,145.0953,Southern Metropolitan,7809,475000,2016
Balwyn North,11 Highview Rd,5,h,1500000,VB,hockingstuart,4/23/2016,9.2,3104,5,2,2,605,Boroondara,-37.7832,145.0796,Southern Metropolitan,7809,300000,2016
Balwyn North,3/52 Maud St,2,u,735000,S,Christopher,4/23/2016,9.2,3104,2,1,1,1075,Boroondara,-37.7953,145.0712,Southern Metropolitan,7809,367500,2016
Balwyn North,3/48 Alpha St,2,u,1040000,S,Fletchers,9/24/2016,9.2,3104,2,1,1,250,Boroondara,-37.7996,145.0959,Southern Metropolitan,7809,520000,2016
Balwyn North,66 Almond St,3,h,1520000,S,Jellis,2/25/2017,9.2,3104,3,1,2,622,Boroondara,-37.7882,145.0882,Southern Metropolitan,7809,506666.6667,2017
Balwyn North,19 Hedderwick St,4,h,1250000,VB,Marshall,2/25/2017,9.2,3104,4,2,2,644,Boroondara,-37.7997,145.0993,Southern Metropolitan,7809,312500,2017
Balwyn North,34 Kawarren St,6,h,1900000,S,Fletchers,2/25/2017,9.2,3104,6,3,2,808,Boroondara,-37.7842,145.0921,Southern Metropolitan,7809,316666.6667,2017
Balwyn North,430 Balwyn Rd,5,h,1875000,PI,Fletchers,6/27/2016,9.2,3104,5,3,2,842,Boroondara,-37.7854,145.0869,Southern Metropolitan,7809,375000,2016
Balwyn North,43 Helston St,4,h,1530000,PI,hockingstuart,6/27/2016,9.2,3104,4,2,2,701,Boroondara,-37.7839,145.0954,Southern Metropolitan,7809,382500,2016
Balwyn North,16 Nevada St,4,h,1700000,VB,Jellis,6/27/2016,9.2,3104,3,2,5,754,Boroondara,-37.786,145.0886,Southern Metropolitan,7809,425000,2016
Balwyn North,3/191 Balwyn Rd,3,t,1238000,S,Fletchers,11/27/2016,9.2,3104,3,2,2,186,Boroondara,-37.8028,145.0828,Southern Metropolitan,7809,412666.6667,2016
Balwyn North,233 Balwyn Rd,3,h,1320000,S,Noel,11/27/2016,9.2,3104,3,1,0,635,Boroondara,-37.7982,145.0839,Southern Metropolitan,7809,440000,2016
Balwyn North,5/133 Maud St,2,u,560000,S,hockingstuart,11/27/2016,9.2,3104,2,1,1,0,Boroondara,-37.7961,145.0808,Southern Metropolitan,7809,280000,2016
Balwyn North,11 Milfay Ct,3,h,1651000,S,Nelson,11/27/2016,9.2,3104,3,1,2,657,Boroondara,-37.7895,145.0985,Southern Metropolitan,7809,550333.3333,2016
Balwyn North,23A The Boulevard,5,h,1920000,S,Marshall,11/27/2016,9.2,3104,5,3,2,900,Boroondara,-37.7868,145.0677,Southern Metropolitan,7809,384000,2016
Balwyn North,123 Winfield Rd,5,h,1560000,S,RT,11/27/2016,9.2,3104,5,2,3,845,Boroondara,-37.7898,145.1021,Southern Metropolitan,7809,312000,2016
Balwyn North,30 Abbott St,5,h,1550000,VB,Fletchers,5/28/2016,9.2,3104,7,2,0,942,Boroondara,-37.7923,145.1029,Southern Metropolitan,7809,310000,2016
Balwyn North,15 Ellendale St,3,h,1038000,S,Christopher,5/28/2016,9.2,3104,3,2,1,207,Boroondara,-37.7893,145.092,Southern Metropolitan,7809,346000,2016
Balwyn North,15 Maughan Pde,5,h,1660000,PI,hockingstuart,5/28/2016,9.2,3104,4,3,2,737,Boroondara,-37.7975,145.0961,Southern Metropolitan,7809,332000,2016
Balwyn North,61 Ray Dr,3,h,1260000,PI,hockingstuart,5/28/2016,9.2,3104,3,2,2,458,Boroondara,-37.7908,145.0991,Southern Metropolitan,7809,420000,2016
Balwyn North,9 Gildan St,3,h,2000000,VB,Kay,8/28/2016,9.2,3104,3,1,2,75100,Boroondara,-37.8002,145.07,Southern Metropolitan,7809,666666.6667,2016
Balwyn North,10 Hood St,4,h,2155000,S,Jellis,8/28/2016,9.2,3104,4,2,3,620,Boroondara,-37.7985,145.0707,Southern Metropolitan,7809,538750,2016
Balwyn North,3/8 Severn St,3,h,1225000,VB,Fletchers,8/28/2016,9.2,3104,3,2,2,282,Boroondara,-37.7936,145.0697,Southern Metropolitan,7809,408333.3333,2016
Balwyn North,40 Stephens St,4,h,2150000,PI,Noel,8/28/2016,9.2,3104,4,2,2,730,Boroondara,-37.7993,145.0869,Southern Metropolitan,7809,537500,2016
Balwyn North,24 Willis St,3,h,1770000,PI,Fletchers,8/28/2016,9.2,3104,3,2,1,720,Boroondara,-37.7938,145.0838,Southern Metropolitan,7809,590000,2016
Balwyn North,2/3 Hatfield St,2,u,691500,S,Fletchers,7/30/2016,9.2,3104,3,1,1,0,Boroondara,-37.7938,145.0666,Southern Metropolitan,7809,345750,2016
Balwyn North,1 Tovey St,5,h,1836000,S,Jellis,7/30/2016,9.2,3104,4,2,2,939,Boroondara,-37.7998,145.0862,Southern Metropolitan,7809,367200,2016
Bentleigh,5/205 Centre Rd,2,u,636000,S,hockingstuart,9/3/2016,13,3204,2,1,2,202,Glen Eira,-37.9165,145.0259,Southern Metropolitan,6795,318000,2016
Bentleigh,22 Hobart St,2,h,1275000,S,Woodards,9/3/2016,13,3204,2,1,2,599,Glen Eira,-37.925,145.046,Southern Metropolitan,6795,637500,2016
Bentleigh,1/236 Patterson Rd,3,u,875000,S,hockingstuart,9/3/2016,13,3204,3,1,2,348,Glen Eira,-37.9273,145.0479,Southern Metropolitan,6795,291666.6667,2016
Bentleigh,2/531 South Rd,3,t,895000,PI,Ray,9/3/2016,13,3204,3,2,2,362,Glen Eira,-37.9336,145.043,Southern Metropolitan,6795,298333.3333,2016
Bentleigh,32 Leckie St,2,h,1550000,S,Woodards,12/3/2016,13,3204,2,1,4,730,Glen Eira,-37.9207,145.0479,Southern Metropolitan,6795,775000,2016
Bentleigh,7 Marquis Rd,4,h,1420000,S,Woodards,12/3/2016,13,3204,4,1,4,786,Glen Eira,-37.9305,145.0449,Southern Metropolitan,6795,355000,2016
Bentleigh,11 Rogers Rd,3,h,1425000,S,Buxton,12/3/2016,13,3204,3,2,2,613,Glen Eira,-37.9311,145.0428,Southern Metropolitan,6795,475000,2016
Bentleigh,3/2 Scotts St,2,t,851000,S,hockingstuart,12/3/2016,13,3204,2,1,1,140,Glen Eira,-37.9204,145.0443,Southern Metropolitan,6795,425500,2016
Bentleigh,11A Mortimore St,3,h,1222500,S,Ray,2/4/2016,13,3204,3,2,2,299,Glen Eira,-37.9272,145.0406,Southern Metropolitan,6795,407500,2016
Bentleigh,127 Tucker Rd,4,h,1260000,PI,hockingstuart,3/4/2017,13,3204,4,2,2,793,Glen Eira,-37.9232,145.0502,Southern Metropolitan,6795,315000,2017
Bentleigh,37 Godfrey St,4,h,2700000,S,hockingstuart,6/4/2016,13,3204,4,3,2,628,Glen Eira,-37.9155,145.0401,Southern Metropolitan,6795,675000,2016
Bentleigh,174 Jasper Rd,3,t,900000,PI,hockingstuart,6/4/2016,13,3204,3,2,1,418,Glen Eira,-37.9172,145.0421,Southern Metropolitan,6795,300000,2016
Bentleigh,15 Miles St,3,h,1100000,VB,Buxton,6/4/2016,13,3204,3,2,2,0,Glen Eira,-37.922,145.0302,Southern Metropolitan,6795,366666.6667,2016
Bentleigh,143 Patterson Rd,7,h,1005000,S,Ray,6/4/2016,13,3204,7,3,4,607,Glen Eira,-37.9269,145.047,Southern Metropolitan,6795,143571.4286,2016
Bentleigh,13 Somers St,3,h,1317500,S,Buxton,6/4/2016,13,3204,3,1,1,576,Glen Eira,-37.9149,145.0254,Southern Metropolitan,6795,439166.6667,2016
Bentleigh,8/11 Brentwood St,2,u,360000,PI,Buxton,8/6/2016,13,3204,2,1,1,0,Glen Eira,-37.9332,145.045,Southern Metropolitan,6795,180000,2016
Bentleigh,12b Coates St,4,t,1435000,S,hockingstuart,8/6/2016,13,3204,3,3,2,291,Glen Eira,-37.9278,145.0337,Southern Metropolitan,6795,358750,2016
Bentleigh,156 Patterson Rd,3,h,1110000,S,Buxton,8/6/2016,13,3204,3,1,2,692,Glen Eira,-37.9263,145.04,Southern Metropolitan,6795,370000,2016
Bentleigh,8 Rose St,4,h,2435000,S,Buxton,8/6/2016,13,3204,3,2,2,795,Glen Eira,-37.9166,145.0314,Southern Metropolitan,6795,608750,2016
Bentleigh,23 Yawla St,3,h,1500000,PI,hockingstuart,5/7/2016,13,3204,3,2,1,565,Glen Eira,-37.9134,145.0263,Southern Metropolitan,6795,500000,2016
Bentleigh,39 Luckins Rd,4,h,1300000,PI,Buxton,11/7/2016,13,3204,4,2,2,697,Glen Eira,-37.9318,145.0474,Southern Metropolitan,6795,325000,2016
Bentleigh,1/19 Patterson Rd,2,h,855000,S,Buxton,11/7/2016,13,3204,2,1,1,298,Glen Eira,-37.9247,145.0287,Southern Metropolitan,6795,427500,2016
Bentleigh,592 Centre Rd,3,h,1125000,S,hockingstuart,10/8/2016,13,3204,3,1,2,584,Glen Eira,-37.9199,145.0477,Southern Metropolitan,6795,375000,2016
Bentleigh,32 Luckins Rd,3,h,1135000,SP,O'Brien,10/8/2016,13,3204,3,1,2,627,Glen Eira,-37.9321,145.0472,Southern Metropolitan,6795,378333.3333,2016
Bentleigh,575 South Rd,3,h,867000,S,hockingstuart,10/8/2016,13,3204,3,2,1,578,Glen Eira,-37.9344,145.0481,Southern Metropolitan,6795,289000,2016
Bentleigh,74 Fromer St,4,h,1328000,S,hockingstuart,9/10/2016,13,3204,3,2,2,610,Glen Eira,-37.9291,145.0472,Southern Metropolitan,6795,332000,2016
Bentleigh,4 Gordon St,3,h,1340000,S,hockingstuart,9/10/2016,13,3204,3,2,1,526,Glen Eira,-37.9279,145.031,Southern Metropolitan,6795,446666.6667,2016
Bentleigh,58 London St,4,t,1155000,S,Buxton,9/10/2016,13,3204,4,3,2,271,Glen Eira,-37.9252,145.0494,Southern Metropolitan,6795,288750,2016
Bentleigh,182 Patterson Rd,3,h,1275000,S,Buxton,9/10/2016,13,3204,3,1,4,758,Glen Eira,-37.9267,145.043,Southern Metropolitan,6795,425000,2016
Bentleigh,548 Centre Rd,3,h,770000,VB,Woodards,12/10/2016,13,3204,3,2,2,0,Glen Eira,-37.9193,145.0438,Southern Metropolitan,6795,256666.6667,2016
Bentleigh,1/30 Daley St,2,h,855000,SP,Marshall,12/10/2016,13,3204,2,1,1,296,Glen Eira,-37.9243,145.0376,Southern Metropolitan,6795,427500,2016
Bentleigh,1/26 Harding St,3,t,1100000,SP,Buxton,12/10/2016,13,3204,3,2,2,333,Glen Eira,-37.9292,145.0341,Southern Metropolitan,6795,366666.6667,2016
Bentleigh,13/27 Patterson Rd,2,u,650000,SP,hockingstuart,12/10/2016,13,3204,2,1,1,116,Glen Eira,-37.9245,145.0336,Southern Metropolitan,6795,325000,2016
Bentleigh,112 Tucker Rd,4,h,1815000,S,Buxton,12/10/2016,13,3204,4,2,4,902,Glen Eira,-37.924,145.0504,Southern Metropolitan,6795,453750,2016
Bentleigh,9 Yawla St,4,h,2255000,S,hockingstuart,12/10/2016,13,3204,4,3,2,557,Glen Eira,-37.9132,145.0251,Southern Metropolitan,6795,563750,2016
Bentleigh,66 Fromer St,3,h,1470000,S,McGrath,2/11/2017,13,3204,3,2,2,613,Glen Eira,-37.929,145.0464,Southern Metropolitan,6795,490000,2017
Bentleigh,10/21 Bent St,2,u,420000,PI,Buxton,11/12/2016,13,3204,2,1,0,1045,Glen Eira,-37.9158,145.0379,Southern Metropolitan,6795,210000,2016
Bentleigh,2/7 Gordon St,2,u,855000,S,hockingstuart,11/12/2016,13,3204,2,2,3,226,Glen Eira,-37.9274,145.031,Southern Metropolitan,6795,427500,2016
Bentleigh,11 Somers St,4,h,1450000,S,hockingstuart,11/12/2016,13,3204,4,1,1,567,Glen Eira,-37.9149,145.0252,Southern Metropolitan,6795,362500,2016
Bentleigh,103 Tucker Rd,3,h,1200000,PI,hockingstuart,11/12/2016,13,3204,3,2,2,590,Glen Eira,-37.9256,145.0497,Southern Metropolitan,6795,400000,2016
Bentleigh,11 Wheatley Rd,4,h,1860000,PI,McGrath,11/12/2016,13,3204,4,2,3,855,Glen Eira,-37.9163,145.0324,Southern Metropolitan,6795,465000,2016
Bentleigh,2/15 Jasper Rd,2,u,725000,S,hockingstuart,8/13/2016,13,3204,2,1,1,227,Glen Eira,-37.9326,145.0387,Southern Metropolitan,6795,362500,2016
Bentleigh,6 Atkinson St,3,h,1293000,S,Buxton,10/15/2016,13,3204,3,1,1,632,Glen Eira,-37.9282,145.0367,Southern Metropolitan,6795,431000,2016
Bentleigh,38 Leckie St,3,h,1390000,S,Buxton,10/15/2016,13,3204,3,1,2,723,Glen Eira,-37.9203,145.048,Southern Metropolitan,6795,463333.3333,2016
Bentleigh,15 Luckins Rd,3,h,1400000,SP,Buxton,10/15/2016,13,3204,3,2,1,699,Glen Eira,-37.9316,145.0454,Southern Metropolitan,6795,466666.6667,2016
Bentleigh,33 Luckins Rd,3,h,1328000,S,Woodards,10/15/2016,13,3204,3,2,2,690,Glen Eira,-37.9317,145.0469,Southern Metropolitan,6795,442666.6667,2016
Bentleigh,4a Rosina St,4,t,1247000,S,hockingstuart,10/15/2016,13,3204,4,2,3,354,Glen Eira,-37.9326,145.0441,Southern Metropolitan,6795,311750,2016
Bentleigh,14 Sandra Gr,3,h,1311000,S,Buxton,10/15/2016,13,3204,3,2,2,592,Glen Eira,-37.933,145.0466,Southern Metropolitan,6795,437000,2016
Bentleigh,4 The Highway,3,h,1100000,S,hockingstuart,10/15/2016,13,3204,3,1,2,382,Glen Eira,-37.9187,145.0461,Southern Metropolitan,6795,366666.6667,2016
Bentleigh,4 Leckie St,3,h,1327500,S,hockingstuart,4/16/2016,13,3204,3,1,2,700,Glen Eira,-37.9228,145.0476,Southern Metropolitan,6795,442500,2016
Bentleigh,43 Wavell St,4,h,1560000,PI,Buxton,4/16/2016,13,3204,4,3,1,695,Glen Eira,-37.9149,145.0469,Southern Metropolitan,6795,390000,2016
Bentleigh,4 Daley St,3,h,1370000,S,hockingstuart,7/16/2016,13,3204,3,1,2,624,Glen Eira,-37.9256,145.0374,Southern Metropolitan,6795,456666.6667,2016
Bentleigh,145a Jasper Rd,3,h,1100000,S,Buxton,7/16/2016,13,3204,3,1,2,632,Glen Eira,-37.921,145.0411,Southern Metropolitan,6795,366666.6667,2016
Bentleigh,15 Wilson St,4,h,1385000,S,hockingstuart,7/16/2016,13,3204,4,2,1,576,Glen Eira,-37.9152,145.0244,Southern Metropolitan,6795,346250,2016
Bentleigh,59b Fromer St,3,t,1275000,S,hockingstuart,9/17/2016,13,3204,3,2,2,309,Glen Eira,-37.9287,145.0461,Southern Metropolitan,6795,425000,2016
Bentleigh,64 Tucker Rd,3,h,1095000,S,Buxton,9/17/2016,13,3204,3,2,1,581,Glen Eira,-37.9286,145.0495,Southern Metropolitan,6795,365000,2016
Bentleigh,1/96 Tucker Rd,2,u,797500,S,Ray,9/17/2016,13,3204,2,1,2,321,Glen Eira,-37.9257,145.0501,Southern Metropolitan,6795,398750,2016
Bentleigh,3/18 Bleazby St,2,u,725000,S,hockingstuart,3/18/2017,13,3204,2,1,1,677,Glen Eira,-37.9173,145.0359,Southern Metropolitan,6795,362500,2017
Bentleigh,2/1 Corbie St,3,t,825000,S,Buxton,3/18/2017,13,3204,3,2,2,147,Glen Eira,-37.9317,145.0352,Southern Metropolitan,6795,275000,2017
Bentleigh,77B Fromer St,3,t,1235000,S,Buxton,3/18/2017,13,3204,3,2,2,0,Glen Eira,-37.9289,145.0478,Southern Metropolitan,6795,411666.6667,2017
Bentleigh,19 Godfrey St,5,h,1600000,VB,Gary,6/18/2016,13,3204,5,3,2,772,Glen Eira,-37.9168,145.04,Southern Metropolitan,6795,320000,2016
Bentleigh,5 Luckins Rd,3,h,1165000,PI,Buxton,6/18/2016,13,3204,3,1,2,694,Glen Eira,-37.9315,145.0445,Southern Metropolitan,6795,388333.3333,2016
Bentleigh,147 Tucker Rd,4,h,1355000,S,hockingstuart,6/18/2016,13,3204,4,2,3,591,Glen Eira,-37.9215,145.0505,Southern Metropolitan,6795,338750,2016
Bentleigh,13 Wood St,4,h,1910000,S,hockingstuart,6/18/2016,13,3204,4,2,4,736,Glen Eira,-37.9224,145.0462,Southern Metropolitan,6795,477500,2016
Bentleigh,25 Mitchell St,3,h,1448000,S,hockingstuart,11/19/2016,13,3204,3,2,3,568,Glen Eira,-37.9246,145.0383,Southern Metropolitan,6795,482666.6667,2016
Bentleigh,1/7 Uonga Rd,2,u,820000,S,hockingstuart,11/19/2016,13,3204,2,1,3,336,Glen Eira,-37.929,145.0375,Southern Metropolitan,6795,410000,2016
Bentleigh,2 Marquis Rd,3,h,895000,S,Buxton,5/22/2016,13,3204,3,1,2,0,Glen Eira,-37.9307,145.0444,Southern Metropolitan,6795,298333.3333,2016
Bentleigh,3 Somers St,4,h,1041000,S,Woodards,5/22/2016,13,3204,4,2,1,292,Glen Eira,-37.9148,145.0243,Southern Metropolitan,6795,260250,2016
Bentleigh,81 Fromer St,4,h,1430000,S,hockingstuart,8/22/2016,13,3204,4,2,2,611,Glen Eira,-37.9289,145.0481,Southern Metropolitan,6795,357500,2016
Bentleigh,13 Horsley St,2,h,910000,S,Buxton,8/22/2016,13,3204,2,1,2,274,Glen Eira,-37.9178,145.0413,Southern Metropolitan,6795,455000,2016
Bentleigh,11 Wilson St,4,h,2520000,PI,Buxton,8/22/2016,13,3204,4,4,2,579,Glen Eira,-37.9155,145.0243,Southern Metropolitan,6795,630000,2016
Bentleigh,68 Mortimore St,3,h,1350000,S,C21,9/24/2016,13,3204,3,1,1,617,Glen Eira,-37.9282,145.047,Southern Metropolitan,6795,450000,2016
Bentleigh,11/27 Patterson Rd,2,u,635000,S,hockingstuart,9/24/2016,13,3204,2,1,2,118,Glen Eira,-37.9245,145.0336,Southern Metropolitan,6795,317500,2016
Bentleigh,21 Charlton St,3,h,1280000,S,Buxton,2/25/2017,13,3204,3,2,4,587,Glen Eira,-37.9217,145.0315,Southern Metropolitan,6795,426666.6667,2017
Bentleigh,43 Godfrey St,5,h,1900000,S,Woodards,2/25/2017,13,3204,5,2,2,567,Glen Eira,-37.9144,145.0401,Southern Metropolitan,6795,380000,2017
Bentleigh,7 Whitmuir Rd,3,h,1230000,S,hockingstuart,2/25/2017,13,3204,3,1,2,676,Glen Eira,-37.9161,145.0284,Southern Metropolitan,6795,410000,2017
Bentleigh,20 Wright St,4,h,1150000,PI,Buxton,2/25/2017,13,3204,4,2,2,384,Glen Eira,-37.9155,145.0301,Southern Metropolitan,6795,287500,2017
Bentleigh,48 Vickery St,4,h,1650000,S,Hodges,7/26/2016,13,3204,3,2,2,570,Glen Eira,-37.9139,145.0395,Southern Metropolitan,6795,412500,2016
Bentleigh,1a Werona St,2,t,670000,PI,Buxton,7/26/2016,13,3204,2,2,1,123,Glen Eira,-37.9307,145.0379,Southern Metropolitan,6795,335000,2016
Bentleigh,40 Coates St,2,t,680000,PI,Bayside,11/27/2016,13,3204,2,1,1,83,Glen Eira,-37.9259,145.0341,Southern Metropolitan,6795,340000,2016
Bentleigh,8B McKittrick Rd,4,t,1320000,S,Buxton,11/27/2016,13,3204,4,3,3,346,Glen Eira,-37.9294,145.041,Southern Metropolitan,6795,330000,2016
Bentleigh,99 Patterson Rd,4,h,1380000,S,C21,11/27/2016,13,3204,4,1,2,580,Glen Eira,-37.9263,145.0422,Southern Metropolitan,6795,345000,2016
Bentleigh,17 Smith St,6,h,1900000,S,hockingstuart,11/27/2016,13,3204,6,3,2,708,Glen Eira,-37.9181,145.044,Southern Metropolitan,6795,316666.6667,2016
Bentleigh,21 Bruce St,3,h,1535000,S,Buxton,8/28/2016,13,3204,2,2,2,572,Glen Eira,-37.9148,145.0404,Southern Metropolitan,6795,511666.6667,2016
Bentleigh,72 Daley St,4,h,1281000,S,hockingstuart,8/28/2016,13,3204,3,1,5,594,Glen Eira,-37.9206,145.0383,Southern Metropolitan,6795,320250,2016
Bentleigh,15a Dickens St,3,u,1096000,S,C21,8/28/2016,13,3204,3,2,2,292,Glen Eira,-37.9273,145.0324,Southern Metropolitan,6795,365333.3333,2016
Bentleigh,22 Hutchinson St,5,h,1385000,S,Buxton,8/28/2016,13,3204,5,2,2,664,Glen Eira,-37.9241,145.048,Southern Metropolitan,6795,277000,2016
Bentleigh,8/187 Tucker Rd,3,u,517500,S,Buxton,8/28/2016,13,3204,3,1,1,0,Glen Eira,-37.9178,145.0511,Southern Metropolitan,6795,172500,2016
Bentleigh,63 Tucker Rd,4,t,1245000,S,Buxton,8/28/2016,13,3204,4,2,2,345,Glen Eira,-37.9291,145.0491,Southern Metropolitan,6795,311250,2016
Bentleigh,5/9 Whitmuir Rd,2,u,503000,S,Buxton,8/28/2016,13,3204,2,1,1,0,Glen Eira,-37.9159,145.0285,Southern Metropolitan,6795,251500,2016
Bentleigh,11 Wilson St,4,h,2620000,S,Buxton,8/28/2016,13,3204,4,4,2,579,Glen Eira,-37.9155,145.0243,Southern Metropolitan,6795,655000,2016
Bentleigh,2/1 Marion St,2,u,760000,S,Buxton,7/30/2016,13,3204,2,1,1,192,Glen Eira,-37.9193,145.0484,Southern Metropolitan,6795,380000,2016
Bentleigh,6/25 Vickery St,2,u,405000,S,Gary,7/30/2016,13,3204,2,1,1,0,Glen Eira,-37.9159,145.039,Southern Metropolitan,6795,202500,2016
Bentleigh East,18 Mervin St,2,h,1410000,S,hockingstuart,9/3/2016,13.9,3165,2,1,2,768,Glen Eira,-37.9305,145.0547,Southern Metropolitan,10969,705000,2016
Bentleigh East,1/69 Purtell St,3,t,760000,PI,hockingstuart,9/3/2016,13.9,3165,3,1,2,287,Glen Eira,-37.9261,145.0566,Southern Metropolitan,10969,253333.3333,2016
Bentleigh East,30 Veronica St,2,h,825000,S,Buxton,9/3/2016,13.9,3165,2,2,1,176,Glen Eira,-37.9237,145.0763,Southern Metropolitan,10969,412500,2016
Bentleigh East,2a Bessie St,2,u,746000,S,hockingstuart,12/3/2016,13.9,3165,2,1,2,281,Glen Eira,-37.9255,145.0796,Southern Metropolitan,10969,373000,2016
Bentleigh East,14a Daphne St,1,u,580000,S,Woodards,12/3/2016,13.9,3165,1,1,1,105,Glen Eira,-37.9181,145.0586,Southern Metropolitan,10969,580000,2016
Bentleigh East,19 Denver St,5,h,1275000,SP,Buxton,12/3/2016,13.9,3165,5,2,2,683,Glen Eira,-37.9333,145.0602,Southern Metropolitan,10969,255000,2016
Bentleigh East,93 Parkmore Rd,3,h,1206000,S,C21,12/3/2016,13.9,3165,3,1,2,603,Glen Eira,-37.9155,145.0723,Southern Metropolitan,10969,402000,2016
Bentleigh East,14B Boronia St,3,t,1115000,S,Buxton,3/4/2017,13.9,3165,3,2,2,297,Glen Eira,-37.9135,145.0774,Southern Metropolitan,10969,371666.6667,2017
